Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,ReturnToLongTerm,FileRestored
4596744,03b9a175-517c-4c68-aa6d-ce0b994fdf70,45485196866.wav,77b272e5-128b-4fde-a3e0-fe9b49d9593d,Tue Jul 23 2019 22:32:35 GMT+0530 (India Standard Time),Sat Sep 21 2019 22:33:56 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,d312dd68-a048-4609-805f-3b50271fad59,45596000618.wav,8c2f39a0-3931-408d-bc06-486e44a372ee,Fri Mar 29 2019 20:56:37 GMT+0530 (India Standard Time),Tue May 28 2019 20:58:30 GMT+0530 (India Standard Time),Invalid Date,6,Tue Sep 24 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,bc2c1d98-dafd-4ff2-8121-c6ff03fa0e93,44750773267.wav,87f5644b-59a5-424d-ac06-3aa3505bb90a,Tue Feb 12 2019 03:12:58 GMT+0530 (India Standard Time),Sat Apr 13 2019 03:14:48 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,aac8a197-7c9b-4161-8523-389ee667b4ab,95377139300.wav,b54ba0ea-baae-490e-9c3c-b0908485e5f3,Fri Jul 05 2019 18:40:41 GMT+0530 (India Standard Time),Tue Sep 03 2019 18:41:52 GMT+0530 (India Standard Time),Invalid Date,6,Tue Oct 01 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,965014b1-bc52-4541-a6f7-4135f5815304,95377258904.wav,9495c7d6-5ad6-498f-a5ec-459605f76818,Fri Jul 05 2019 19:44:46 GMT+0530 (India Standard Time),Tue Sep 03 2019 19:45:53 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,2211c4c0-764e-4dd8-9446-0a3a6ecb698f,44750687659.wav,d8b0b26e-1435-4289-a320-05d2a8da44fa,Tue Feb 12 2019 02:46:07 GMT+0530 (India Standard Time),Sat Apr 13 2019 02:46:47 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,e7188456-318d-4507-9a9e-abf6cb8d545f,45806864350.wav,b78d30b8-d8ae-4c8d-a08f-9cc79c8522cf,Thu Apr 11 2019 05:03:44 GMT+0530 (India Standard Time),Mon Jun 10 2019 05:04:31 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,357bb8c4-71bb-47a0-8575-2c688664dc4c,44750782416.wav,c75ba12b-c83a-4518-b17d-3b44875dcd49,Tue Feb 12 2019 03:16:00 GMT+0530 (India Standard Time),Sat Apr 13 2019 03:16:48 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,3fe16ae8-fc56-45f4-848c-a4e0d1adf646,45280059403.wav,231245bf-2e13-48e1-9fe6-85fe7113a3f8,Tue Mar 12 2019 23:51:42 GMT+0530 (India Standard Time),Sat May 11 2019 23:52:31 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 21 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,be235ccc-ccef-4726-b7e5-421f7f84b788,95350634863.wav,f281a1e8-7a2e-4022-b1a3-2953666ac595,Wed Jul 03 2019 00:36:47 GMT+0530 (India Standard Time),Sun Sep 01 2019 00:37:54 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
